RID,important,worry,personal,future,segment
6899f75e-bc03-acb2-ec72-0ca76ec2b19d,Very important,Somewhat worried,A moderate amount,A moderate amount,Concerned
6899f76e-19f9-0dbf-a2cd-c90ce121724b,Not too important,Not very worried,Not at all,Only a little,Doubtful
6899f778-6f63-a57b-6dbb-98a9c6e05d07,Not at all important,Not at all worried,Not at all,Not at all,Dismissive
6899f77a-f3c4-47ce-0be6-3e926899106a,Not at all important,Not at all worried,Not at all,Not at all,Dismissive
6899f786-a8c2-23a3-00f4-36a413e61770,Very important,Somewhat worried,A moderate amount,A great deal,Concerned
6899f78a-372d-0367-4e6d-fc0606d1b4b4,Somewhat important,Not very worried,Not at all,Not at all,Dismissive
6899f7b0-450c-e899-dbb2-afe28ee244e8,Very important,Not very worried,A moderate amount,A great deal,Concerned
6899f7c3-6c7c-87e3-51c5-4bbeca0d4dd1,Somewhat important,Not very worried,Only a little,A moderate amount,Cautious
6899f7c3-d63e-9d87-7a49-fe21bebea4b1,Extremely important,Very worried,A great deal,A great deal,Alarmed
6899f7dd-3543-03a1-7247-3237234037f7,Extremely important,Not at all worried,A great deal,A great deal,Alarmed
6899f7e1-24ac-b048-fba3-cf444326c8ca,Very important,Very worried,A great deal,A great deal,Alarmed
6899f7fb-4e01-4b65-b7c2-29d2e9c0f725,Somewhat important,Somewhat worried,Only a little,A great deal,Concerned
6899f803-786f-cf1c-4efd-0df447e1af74,Somewhat important,Somewhat worried,Don't know,A great deal,Concerned
6899f821-6e3c-deee-0c90-56bff579e3f2,Not at all important,Not at all worried,Not at all,Not at all,Dismissive
6899f834-027c-90fc-4da2-50e499f045aa,Somewhat important,Somewhat worried,A moderate amount,A moderate amount,Cautious
6899f83c-66c6-8404-c971-3298f6cbe0a2,Not at all important,Not at all worried,Not at all,Not at all,Dismissive
6899f84f-049f-a4e4-753f-f1412e98efaf,Extremely important,Very worried,A great deal,A great deal,Alarmed
6899f84f-4fb0-ea47-0a1b-d02f15840d5c,Somewhat important,Not very worried,Only a little,A moderate amount,Cautious
6899f850-fd67-66ee-b7c9-02a91288b231,Somewhat important,Somewhat worried,A moderate amount,A moderate amount,Cautious
6899f856-4ebc-bf68-f2d9-5895a480bd5e,Not at all important,Not at all worried,Not at all,Not at all,Dismissive
6899f857-ce65-be21-37cc-313a3fc3f83f,Extremely important,Very worried,A great deal,A great deal,Alarmed
6899f858-1670-ae20-de2a-38261a82a144,Not at all important,Not at all worried,Not at all,Not at all,Dismissive
6899f858-6ee1-1049-780a-ba5ea203858a,Somewhat important,Somewhat worried,Only a little,A moderate amount,Cautious
6899f85e-040e-0f4d-6f68-2beda21b770e,Very important,Very worried,A moderate amount,A great deal,Alarmed
6899f861-46cc-1e15-8147-98d2bf5ec82b,Somewhat important,Somewhat worried,Only a little,Only a little,Cautious
6899f86d-9f96-64cb-8acb-1260ec65aa66,Somewhat important,Not very worried,A moderate amount,Don't know,Disengaged
6899f89a-325c-bb46-720a-d027f958c171,Very important,Very worried,A great deal,A great deal,Alarmed
6899f8ae-adcf-2228-4a7f-43cf58fae034,Somewhat important,Somewhat worried,A moderate amount,A moderate amount,Cautious
6899f8b7-3065-6485-9ccb-a872a6dba3b1,Somewhat important,Somewhat worried,Only a little,Don't know,Concerned
6899f8bf-e718-f8e1-ca84-b00f8315dc40,Very important,Very worried,Only a little,A great deal,Alarmed
6899f8c8-3954-c6a9-afbe-b0ee2d259ef1,Extremely important,Very worried,A moderate amount,A great deal,Alarmed
6899f8da-ab57-6a9d-8bb2-a764a0c2d2d5,Extremely important,Very worried,A great deal,A great deal,Alarmed
6899f8ee-3f40-47c9-cf8d-cca20924390c,Somewhat important,Somewhat worried,Only a little,A moderate amount,Cautious
6899f8fd-13cb-f34b-592a-73491d5abe7a,Extremely important,Very worried,A great deal,A great deal,Alarmed
6899f92b-854b-bacd-8571-153817656a84,Very important,Very worried,A great deal,A great deal,Alarmed
6899f94c-39b4-ff87-db25-78db5b3db988,Very important,Somewhat worried,Only a little,A moderate amount,Concerned
6899f980-d99a-9524-1806-0ca53b03645f,Very important,Somewhat worried,A moderate amount,A great deal,Concerned
6899f99e-8689-60b9-5858-73c7ceb660f6,Very important,Somewhat worried,Only a little,A great deal,Concerned
6899f9b3-cfe7-eff9-3ddb-eba24393c460,Very important,Very worried,A moderate amount,A moderate amount,Concerned
6899f9bc-788c-3428-5e90-b7c189b8a342,Somewhat important,Somewhat worried,Only a little,Only a little,Cautious
6899f9d2-857b-7b2b-1035-c09ba390a770,Not too important,Not very worried,Only a little,A moderate amount,Cautious
6899f9e1-948c-cc24-a6c6-505c9f32beaf,Extremely important,Very worried,A great deal,A great deal,Alarmed
6899f9ee-b2c7-c242-b926-1dd2ce2eb11b,Not at all important,Not at all worried,Not at all,Not at all,Dismissive
6899f9fb-7d7f-0afa-4370-60e4728b5429,Very important,Somewhat worried,A moderate amount,A moderate amount,Concerned
6899fa48-4b16-c545-d844-4c1614c341ef,Not too important,Somewhat worried,Only a little,A great deal,Concerned
6899fa55-5eb3-7dc3-4ea0-b4c92d84dc1a,Somewhat important,Somewhat worried,A moderate amount,A great deal,Concerned
6899fa63-dec2-08ca-ee83-77d7566cf343,Not too important,Not very worried,Not at all,Not at all,Dismissive
6899fa66-0fd5-3515-5d3a-81edbd198e3c,Extremely important,Somewhat worried,A moderate amount,A great deal,Alarmed
6899fa68-0f6d-f5f0-cff5-335548373878,Extremely important,Somewhat worried,A moderate amount,A moderate amount,Concerned
6899fa7e-863b-9bc3-7b6d-dde074b17138,Not at all important,Not at all worried,Don't know,Don't know,Doubtful
6899fa86-0c0d-a7c5-9925-ca295abbb9ab,Not at all important,Not at all worried,Not at all,Not at all,Dismissive
6899fad3-9ea7-7454-6362-e8e7f05c1262,Somewhat important,Very worried,A moderate amount,A great deal,Concerned
6899fae5-1f71-cd76-abc9-5abd80062579,Somewhat important,Somewhat worried,Only a little,A great deal,Concerned
6899faf2-8a3d-31fe-ff20-2e52e34bfa36,Extremely important,Very worried,A moderate amount,A great deal,Alarmed
6899fb5f-cbbe-ca15-a080-ed06de18fcf7,Somewhat important,Somewhat worried,A moderate amount,A great deal,Concerned
6899fb70-5be8-d236-e329-4670fba1fdd8,Extremely important,Very worried,A great deal,A great deal,Alarmed
6899fb72-077e-ead5-d9fa-4487cab80c8a,Somewhat important,Not very worried,Not at all,Only a little,Doubtful
6899fb97-0690-fc73-53b7-db2c35fcc96b,Somewhat important,Somewhat worried,A moderate amount,A great deal,Concerned
6899fbb8-9c47-d53c-fd25-bfd426295cba,Very important,Very worried,A moderate amount,A great deal,Alarmed
6899fbc4-5921-c3db-6509-c2f9bc6ae9fe,Somewhat important,Somewhat worried,Only a little,Only a little,Cautious
6899fbcf-a6a6-d46f-bcba-8c252ae23653,Not at all important,Somewhat worried,Don't know,A great deal,Concerned
6899fbcf-eb57-974a-e1f3-d98658242f1f,Very important,Very worried,Only a little,A great deal,Alarmed
6899fbe1-e5f5-498f-79a8-47cf383d7263,Extremely important,Very worried,A great deal,A great deal,Alarmed
6899fbe2-86be-3566-cb0c-fdc98d62d96f,Extremely important,Very worried,A great deal,A great deal,Alarmed
6899fbf3-862a-b42f-1f46-6e667f67730a,Extremely important,Very worried,A moderate amount,A great deal,Alarmed
6899fbff-cb96-7a2b-f6d7-05a166e17076,Somewhat important,Not very worried,Only a little,A moderate amount,Cautious
6899fc50-d2a2-d95c-5c2d-af4b0fb56fff,Somewhat important,Not at all worried,Don't know,Don't know,Disengaged
6899fc54-4f24-4384-b0f6-63f849ec258a,Very important,Very worried,A moderate amount,A great deal,Alarmed
6899fc55-91c7-b180-3da1-df7113d46ba3,Somewhat important,Not at all worried,A great deal,A moderate amount,Cautious
6899fc5c-7c04-4768-d7a3-ba9ca942f53b,Very important,Very worried,A great deal,A great deal,Alarmed
6899fc6c-9cdb-0281-34bf-63c51b913722,Extremely important,Very worried,A moderate amount,A great deal,Alarmed
6899fc7c-4818-9c49-1a17-3e72ccef2119,Not too important,Not very worried,Not at all,A moderate amount,Cautious
6899fc87-4df1-02c9-0ba5-849fdd769eb2,Very important,Somewhat worried,A moderate amount,A great deal,Concerned
6899fc95-a33a-f7c9-2488-ebb9a2d1b8be,Somewhat important,Somewhat worried,A moderate amount,Only a little,Cautious
6899fcba-5056-4f7d-f499-19cde66a021d,Somewhat important,Very worried,Not at all,A moderate amount,Cautious
6899fcc4-da47-192e-bac9-120436904366,Very important,Somewhat worried,A moderate amount,A moderate amount,Concerned
6899fce1-8db6-d6a7-1900-c876aa6f2d58,Somewhat important,Not very worried,Only a little,A moderate amount,Cautious
6899fd24-4ab7-b43d-fecf-f55b62904aae,Somewhat important,Somewhat worried,A moderate amount,A moderate amount,Cautious
6899fd25-b270-be1a-b644-f3aeb51b8f34,Not at all important,Not at all worried,Don't know,Don't know,Doubtful
6899fd50-8436-03dd-91d4-6a43fc5702d9,Very important,Very worried,A great deal,A great deal,Alarmed
6899fd58-cfa1-c6ee-bd98-c16eff0d7640,Extremely important,Somewhat worried,A moderate amount,A great deal,Alarmed
6899fd66-c650-ceae-ff8b-142a503aacde,Extremely important,Very worried,A great deal,A great deal,Alarmed
6899fdd6-88fa-4744-cb69-b1dff1b2a492,Extremely important,Very worried,A great deal,A great deal,Alarmed
6899fdf5-a45d-69d5-cdbe-a77e10d4212c,Extremely important,Very worried,A great deal,A great deal,Alarmed
6899fe2f-b9a5-a5d3-17c2-7f5417a8fde1,Very important,Very worried,A great deal,A great deal,Alarmed
6899fea3-031e-56d8-0f9a-f980c469b5c1,Somewhat important,Somewhat worried,A moderate amount,A great deal,Concerned
6899ff10-8a67-1ecf-f1b7-0c1d768a1788,Somewhat important,Somewhat worried,A moderate amount,A great deal,Concerned
6899ff22-6b61-5d0a-9b17-be48e88ee4a5,Somewhat important,Somewhat worried,A moderate amount,A moderate amount,Cautious
6899ff35-0cba-b045-155e-779ba80fabf7,Somewhat important,Somewhat worried,A moderate amount,A great deal,Concerned
6899ffb4-aeec-ca17-b58f-7a99a7c00c9b,Extremely important,Very worried,A great deal,A great deal,Alarmed
6899ffb8-5ba5-bbeb-11ed-33962e04e1a5,Somewhat important,Somewhat worried,A moderate amount,A moderate amount,Cautious
6899ffe0-9d60-2f7e-6e62-3aba403037b3,Extremely important,Somewhat worried,A moderate amount,A great deal,Alarmed
689a007f-198c-4516-df78-4c587e015db9,Very important,Somewhat worried,A moderate amount,A moderate amount,Concerned
689a0084-215e-9ba4-e619-6020182a4a47,Not too important,Not very worried,Don't know,Don't know,Disengaged
689a00ab-bb24-4287-2dd3-595599593ed5,Extremely important,Very worried,A great deal,A great deal,Alarmed
689a00ba-9414-5008-51e7-1ef986933b92,Not too important,Not very worried,Only a little,Only a little,Doubtful
689a00cf-4e49-5cfa-5816-9d172883ad5b,Somewhat important,Very worried,A moderate amount,A great deal,Concerned
689a010a-c8de-9ed4-75c0-f4aa53741584,Extremely important,Very worried,A great deal,A great deal,Alarmed
689a0138-2f84-9a43-4228-db81c6757925,Extremely important,Very worried,A moderate amount,A great deal,Alarmed
689a016c-42d3-235c-820c-04443841925c,Very important,Somewhat worried,A moderate amount,A moderate amount,Concerned
689a01e0-cf4c-0fcb-a0e6-da1274f7bebc,Not too important,Not very worried,Only a little,A moderate amount,Cautious
689a0212-97d4-8fcc-9f81-e6f4968ac210,Extremely important,Very worried,A moderate amount,A great deal,Alarmed
689a0215-ca25-bf9e-1c54-5969365a9853,Somewhat important,Not very worried,Only a little,A great deal,Concerned
689a025c-a9bc-b7b7-4a86-94146d042ed1,Very important,Very worried,A moderate amount,A great deal,Alarmed
689a0336-bc8c-ce6c-9040-01cb9a5742f2,Very important,Somewhat worried,A moderate amount,A moderate amount,Concerned
689a038b-a704-e6e3-0713-170dd22b6295,Very important,Very worried,A moderate amount,A moderate amount,Concerned
689a03c3-86fd-df68-6303-e0780b04cb85,Not too important,Not very worried,Only a little,A moderate amount,Cautious
689a045d-f203-c632-fbcc-ba831ecb9490,Very important,Very worried,A moderate amount,A great deal,Alarmed
689a04a9-bd44-37c3-e234-a3ac8711fa9b,Not at all important,Not at all worried,A great deal,A great deal,Doubtful
689a05df-38e4-b293-2e0c-cce8358ed496,Very important,Very worried,A great deal,A great deal,Alarmed
689a05e1-7209-0fbb-394c-6a15f1bcf5a6,Extremely important,Very worried,A great deal,A great deal,Alarmed
689a05fa-9f3d-dbd2-9fde-117631bd9854,Extremely important,Somewhat worried,Only a little,A moderate amount,Concerned
689a0624-8bf8-b318-26c5-21cf4c947471,Very important,Somewhat worried,A moderate amount,A moderate amount,Concerned
689a063d-f2e0-578b-58ae-eb5ffaed8d5f,Not too important,Not very worried,Only a little,A moderate amount,Cautious
689a06ce-b25c-ed1c-bd4a-d094e04f0db4,Extremely important,Very worried,A great deal,A great deal,Alarmed
689a06f3-68a5-7d6e-3936-1c134aa4f926,Very important,Somewhat worried,A moderate amount,A great deal,Concerned
689a0708-b420-c28e-3fac-9eb2776091ad,Extremely important,Very worried,A moderate amount,A great deal,Alarmed
689a0711-d7db-a7ae-384c-64beeeb279ea,Extremely important,Very worried,A moderate amount,A great deal,Alarmed
689a0716-9700-62ff-5df2-ce90bcad208a,Very important,Not very worried,A moderate amount,A great deal,Concerned
689a0779-4a4f-6123-0e47-774b9db6affa,Very important,Somewhat worried,A moderate amount,A great deal,Concerned
689a07bb-3714-8d59-1ef8-182bd225b387,Very important,Somewhat worried,A moderate amount,A great deal,Concerned
689a07bb-c867-6d89-6e00-dc5ac4e462f5,Extremely important,Very worried,A great deal,A great deal,Alarmed
689a089c-42a6-941b-d960-49bfc7500bae,Somewhat important,Somewhat worried,A moderate amount,A great deal,Concerned
689a08bb-fb03-1ee0-728d-eabfa41f4639,Extremely important,Very worried,Don't know,A great deal,Alarmed
689a091e-9ca8-db2b-dea6-3ecde8d39569,Not too important,Not at all worried,Don't know,Don't know,Doubtful
689a0936-39ac-beba-f955-4baaaade9ed3,Somewhat important,Somewhat worried,A moderate amount,A great deal,Concerned
689a093b-5367-3a9c-f776-21bd4c3f07a4,Somewhat important,Somewhat worried,A moderate amount,A moderate amount,Cautious
689a096b-ae53-356c-8dc0-392ba5c7bacc,Very important,Somewhat worried,A great deal,A great deal,Alarmed
689a09a7-e14f-2172-8ab1-8d76ce374502,Extremely important,Very worried,A great deal,A great deal,Alarmed
689a09de-86d0-0821-5492-d6de3222e6dc,Not too important,Not very worried,Not at all,Only a little,Doubtful
689a09e3-080b-7c8b-0b38-ee9fdba7196d,Very important,Very worried,Only a little,A great deal,Alarmed
689a0a1c-7ab8-7e7a-24a6-791cdea1677f,Somewhat important,Very worried,A great deal,A great deal,Concerned
689a0a9b-53da-a747-78b8-6233652cc455,Not at all important,Not at all worried,Only a little,A moderate amount,Doubtful
689a0b89-3369-580f-c03c-7a797b76d4fb,Somewhat important,Somewhat worried,A moderate amount,A great deal,Concerned
689a0bbf-8e31-31f1-0fd4-51647ca9d51d,Extremely important,Very worried,A moderate amount,A great deal,Alarmed
689a0c1f-9247-fb3d-da1e-9681e1071d68,Somewhat important,Somewhat worried,A moderate amount,A moderate amount,Cautious
689a0c9c-98e0-1738-4e1b-c1ca698514ac,Extremely important,Very worried,A great deal,A great deal,Alarmed
689a0cf1-d55e-26eb-4430-f33d2d5f1a06,Not too important,Not at all worried,Only a little,A great deal,Cautious
689a0d5d-dbd3-866f-dab7-a2f21b7f27a6,Somewhat important,Somewhat worried,Only a little,A moderate amount,Cautious
689a0d98-39fb-14b3-c75d-fdd09580a9d0,Extremely important,Very worried,A great deal,A great deal,Alarmed
689a0dad-297c-bcef-30ec-176278a77544,Somewhat important,Somewhat worried,A moderate amount,A great deal,Concerned
689a0dc7-eb22-5856-8cc4-6602c4e95bc3,Not too important,Not very worried,Only a little,Only a little,Doubtful
689a0dcf-6928-c5e7-3d80-d813dfaa42b1,Somewhat important,Somewhat worried,A moderate amount,A great deal,Concerned
689a0f0c-ea5f-bf9c-8d6e-2c7b59b61b5f,Somewhat important,Somewhat worried,Only a little,A great deal,Concerned
689a0f69-7256-3af1-4382-ec0ef6e808ab,Extremely important,Very worried,A great deal,A great deal,Alarmed
689a1064-d06e-1341-447a-202fd3ec273c,Somewhat important,Somewhat worried,A moderate amount,A great deal,Concerned
689a10e8-e14e-ff96-60a4-4de0bf219ddc,Very important,Somewhat worried,A moderate amount,A great deal,Concerned
689a10f9-5758-01fd-902b-97e12d0d3865,Very important,Somewhat worried,A moderate amount,A great deal,Concerned
689a1228-8d63-4cf5-8fb0-4b5ac05cf895,Very important,Somewhat worried,Only a little,A moderate amount,Concerned
689a129f-f109-6a49-f911-35ee4a0f51af,Extremely important,Very worried,A great deal,A great deal,Alarmed
689a1379-0853-b4ea-6ea5-c350c1a4411e,Very important,Very worried,A moderate amount,A great deal,Alarmed
689a1501-9e9f-8c01-d0e9-2f832b48eed1,Not at all important,Not at all worried,Only a little,Only a little,Doubtful
689a1525-4fb7-2466-2caf-b62893b1aa05,Somewhat important,Very worried,A moderate amount,A great deal,Concerned
689a1554-ce25-5025-629a-7c9b42f5625d,Not at all important,Not at all worried,A moderate amount,Don't know,Doubtful
689a155d-025f-9f6d-be8a-8a56553a6495,Extremely important,Very worried,A moderate amount,A great deal,Alarmed
689a15e1-cfb9-e086-d348-af830d35ec20,Very important,Very worried,A moderate amount,A great deal,Alarmed
689a1634-5a26-69e7-cab8-2d04d83851f2,Somewhat important,Somewhat worried,A moderate amount,A great deal,Concerned
689a1642-0c96-055b-7411-badff45b1ac1,Very important,Somewhat worried,A moderate amount,A great deal,Concerned
689a1647-c23f-61b9-130e-9d7b2218918f,Not too important,Not very worried,Only a little,Only a little,Doubtful
689a164d-0d2a-72f3-c1c2-9f11d9996ba7,Very important,Very worried,A moderate amount,A moderate amount,Concerned
689a1653-01b1-94c5-0ccd-e306d4293872,Very important,Somewhat worried,A moderate amount,A great deal,Concerned
689a165b-48ec-5505-8ba1-382452ac12b5,Very important,Very worried,Not at all,Not at all,Cautious
689a1691-9bc4-32bb-d79f-26c1cc23d44e,Not too important,Not very worried,Not at all,A moderate amount,Cautious
689a16a6-ce80-1253-e66d-c10ce051564c,Extremely important,Very worried,A great deal,A great deal,Alarmed
689a16bc-be3d-dbfd-e333-6c36c13278be,Extremely important,Very worried,A moderate amount,A moderate amount,Alarmed
689a16bf-98f5-eb90-394b-8892e29e2b28,Somewhat important,Very worried,Only a little,Only a little,Cautious
689a16c6-57de-d06e-889f-dac6ccf6e078,Extremely important,Very worried,A great deal,A great deal,Alarmed
689a16dd-bc87-6ceb-f3d4-6db7841a38c0,Not too important,Not very worried,A moderate amount,A great deal,Cautious
689a16f0-34b5-cdf1-730f-6646723979a6,Very important,Not very worried,Only a little,A moderate amount,Cautious
689a170a-9929-0bcc-27b0-4a6d708c3497,Somewhat important,Very worried,A great deal,A great deal,Concerned
689a173f-c585-3503-4db4-f94a985ca286,Very important,Very worried,A moderate amount,A great deal,Alarmed
689a175b-0cb0-32c1-9fb0-8547d8f8c617,Extremely important,Very worried,A great deal,A great deal,Alarmed
689a175d-4606-c64b-a8cb-f47f61f43a69,Somewhat important,Not very worried,Only a little,A moderate amount,Cautious
689a176a-b1e3-a695-2222-961954118ad3,Not too important,Not very worried,Don't know,Only a little,Doubtful
689a1789-f544-e539-73d3-03a3cc92f14e,Extremely important,Very worried,A moderate amount,A great deal,Alarmed
689a17f6-9243-9488-b50c-d1fa23b48f59,Somewhat important,Somewhat worried,Only a little,A great deal,Concerned
689a17ff-6d5e-8509-f7b8-b6393db5e089,Extremely important,Somewhat worried,A moderate amount,A moderate amount,Concerned
689a1825-8163-92f9-13be-77dd839cd609,Extremely important,Very worried,A great deal,A great deal,Alarmed
689a187e-52fc-8245-6d2f-a3deeb761db6,Extremely important,Very worried,A great deal,A great deal,Alarmed
689a18af-6fe0-c4de-362a-5ba9c842b4fd,Extremely important,Very worried,A great deal,A great deal,Alarmed
689a198c-e217-cd7a-8c4f-6c5b604d79d3,Extremely important,Very worried,A great deal,A great deal,Alarmed
689a19b2-f9ba-3c2c-2574-cc7d9a3a2fcf,Not at all important,Not at all worried,Not at all,Not at all,Dismissive
689a19c9-3519-def3-94b9-705ec5875228,Not at all important,Not at all worried,Not at all,Not at all,Dismissive
689a19d0-915b-ec24-ec3e-815a601a37bd,Very important,Very worried,A great deal,A great deal,Alarmed
689a1a23-23f9-eb6d-0044-9bfc6eecfb43,Extremely important,Very worried,A great deal,A great deal,Alarmed
689a1a6e-7aff-af62-91b3-6b8c818ed245,Extremely important,Very worried,A great deal,A great deal,Alarmed
689a1bd8-85ec-aebc-3b21-c1b95537f9d9,Very important,Somewhat worried,A moderate amount,A great deal,Concerned
689a1c6c-1164-33b5-6da9-b9ccb65674b0,Not too important,Not very worried,Not at all,Don't know,Doubtful
689a1c6f-ec27-0127-262f-fcc32ee3615f,Not too important,Not very worried,Don't know,Don't know,Disengaged
689a1cbb-447f-6715-f100-5bd412c9b99d,Not too important,Not very worried,Only a little,Only a little,Doubtful
689a1d03-2267-dc9c-b091-4f64c6dd49b1,Not too important,Not very worried,Don't know,Don't know,Disengaged
689a1d13-1cb7-79f1-6241-4dea79f42290,Not at all important,Not at all worried,Not at all,Only a little,Doubtful
689a1d18-c080-160a-c075-d98d658f1a24,Somewhat important,Somewhat worried,A moderate amount,A moderate amount,Cautious
689a1e09-2267-ee26-2802-a9c232f543a5,Very important,Very worried,A moderate amount,A great deal,Alarmed
689a1f4f-725e-179f-80ec-589bb4df42b0,Very important,Somewhat worried,A moderate amount,A moderate amount,Concerned
689a1f81-3b96-48f8-e67f-6f5f60995b63,Extremely important,Somewhat worried,A great deal,A great deal,Alarmed
689a1f9c-2f5a-5086-d8bb-930c3e4ca80a,Somewhat important,Somewhat worried,Don't know,A moderate amount,Concerned
689a1fc1-054b-765a-e55a-1deb2f13dfd7,Somewhat important,Somewhat worried,A moderate amount,A great deal,Concerned
689a201d-d433-ac1a-8e78-32d208899814,Somewhat important,Somewhat worried,A moderate amount,A moderate amount,Cautious
689a20b0-2216-3768-cbdd-fa7615b9c797,Somewhat important,Somewhat worried,Only a little,A moderate amount,Cautious
689a23c4-f578-1138-dde1-f9d7cda675e5,Not too important,Not very worried,Not at all,Only a little,Doubtful
689a25d6-463b-bf18-176f-483165b9ed06,Not too important,Not very worried,Not at all,Not at all,Dismissive
689a260b-ab13-4838-81b9-54b9d643128a,Very important,Somewhat worried,Only a little,A great deal,Concerned
689a27aa-ca9c-e0d1-600f-2ccdef89076c,Somewhat important,Not very worried,Not at all,A great deal,Cautious
689a283b-e6ab-024e-bd6e-8310236da600,Very important,Very worried,A moderate amount,A great deal,Alarmed
689a2903-22aa-4c15-bcde-587482ee223e,Somewhat important,Not very worried,Only a little,Don't know,Disengaged
689a2a55-606d-075b-0b6a-1a34a71fc31a,Extremely important,Very worried,A great deal,A great deal,Alarmed
689a2d8f-347c-f454-a863-ba4554132558,Somewhat important,Somewhat worried,Only a little,A great deal,Concerned
689a2db2-eba6-af65-1519-8e6bf1e5a295,Somewhat important,Not very worried,Only a little,Only a little,Cautious
689a2fdd-deb5-7579-6238-8defe81a6db7,Somewhat important,Not very worried,Only a little,A great deal,Concerned
689a31c4-c347-325c-faab-42f36164c127,Somewhat important,Not very worried,Don't know,A moderate amount,Cautious
689a31e7-aaf3-53ad-e11b-5ec64495c255,Very important,Somewhat worried,A moderate amount,A great deal,Concerned
689a31eb-464e-169b-dc93-4cc93314bfaa,Somewhat important,Somewhat worried,A moderate amount,A moderate amount,Cautious
689a3210-7deb-3d17-3c44-0f2045faf22d,Extremely important,Very worried,A great deal,A great deal,Alarmed
689a32ca-607c-0456-6d65-46f315dcb0d6,Not too important,Not very worried,Only a little,Only a little,Doubtful
689a3404-a2f5-efa0-fff0-41b99cf50b22,Extremely important,Very worried,A great deal,A great deal,Alarmed
689a3565-9daf-d842-d884-dec45120cd19,Not at all important,Not at all worried,Not at all,Not at all,Dismissive
689a394c-d157-9eb9-7632-d0d2f472036c,Extremely important,Very worried,A great deal,A moderate amount,Alarmed
689a39e4-7940-dff0-648d-c326bf43a562,Very important,Somewhat worried,A great deal,A moderate amount,Concerned
689a3c19-07a2-ce7d-2b32-7d64fe9f08d3,Very important,Very worried,A great deal,A great deal,Alarmed
689a3d27-2dc5-c8ba-d63c-4e7f741baa33,Not too important,Not very worried,Only a little,Only a little,Doubtful
689a3d94-b8b7-b8bb-1c34-967ba210504d,Very important,Somewhat worried,Only a little,A moderate amount,Concerned
689a3f6e-b8a1-0281-542e-fe4ddcc31627,Very important,Very worried,A moderate amount,A great deal,Alarmed
689a4265-8f2e-d3d7-2b07-8e0bdc6305c6,Very important,Somewhat worried,A moderate amount,A moderate amount,Concerned
689a4442-bff4-737d-0329-37c21d70ca5c,Very important,Not very worried,Don't know,A great deal,Concerned
689a45bd-e90a-e0ea-fe41-136749839bb8,Very important,Very worried,A great deal,A great deal,Alarmed
689a4802-a837-30ba-cf22-8f08843f0450,Somewhat important,Somewhat worried,A moderate amount,A great deal,Concerned
689a4a96-0e7a-5bdb-cd9d-f2715ee5ca90,Very important,Somewhat worried,Only a little,Only a little,Cautious
689a4c21-ffc3-a2e0-9fb0-2ade70ca985d,Very important,Somewhat worried,A great deal,A great deal,Alarmed
689a4d1b-c0fb-7749-f97e-ef3904e4c684,Extremely important,Somewhat worried,A great deal,A great deal,Alarmed
689a511a-3e14-7874-e75b-3fa25f0060aa,Somewhat important,Not very worried,Not at all,A moderate amount,Cautious
689a5456-2dac-0f55-23e2-fd0f01088a05,Somewhat important,Not very worried,Only a little,Only a little,Cautious
689a5c93-4ee0-85f8-ca9d-93826682e68e,Somewhat important,Somewhat worried,A moderate amount,A great deal,Concerned
689a5ccf-04d7-0d15-95be-9768479c80ab,Not too important,Not very worried,Not at all,Only a little,Doubtful
689a5e55-14e1-7609-852d-1e5af7b8dffd,Not at all important,Not at all worried,Not at all,Only a little,Doubtful
689a5e73-825b-bb89-6eb5-c36192148e68,Somewhat important,Somewhat worried,A moderate amount,A moderate amount,Cautious
689a60a6-b512-8901-94b7-90677725131a,Somewhat important,Very worried,A great deal,A great deal,Concerned
689a60b6-3a47-bb6c-5c14-b4c7a85df636,Not too important,Not at all worried,Not at all,Only a little,Doubtful
689a6b3e-df9a-adee-1222-5905d5c99b10,Extremely important,Very worried,A great deal,A great deal,Alarmed
689a6c4e-b2a6-8d21-bf83-217890d859eb,Very important,Very worried,A moderate amount,A great deal,Alarmed
689a739a-04e9-2d35-4c78-b0d686bff7c3,Somewhat important,Very worried,A moderate amount,A great deal,Concerned
689a776d-4560-f1a9-2f1c-44580b524d27,Extremely important,Very worried,Only a little,A great deal,Alarmed
689a78d3-b812-ebe7-b175-255cd5848e4a,Extremely important,Very worried,A great deal,A great deal,Alarmed
689a7b6b-0247-23ee-e20a-8941831841ce,Very important,Not very worried,Only a little,A moderate amount,Cautious
689a7cb9-e236-36aa-db72-a26cea652418,Somewhat important,Somewhat worried,Only a little,Only a little,Cautious
689a7f01-9a80-c057-8b82-af0acf32ddfa,Very important,Somewhat worried,A moderate amount,A moderate amount,Concerned
689a820d-da79-f6f0-8850-2dea5aece6e1,Extremely important,Very worried,A great deal,A great deal,Alarmed
689a895c-db5b-0440-13cf-f46da1464e34,Very important,Somewhat worried,Don't know,Only a little,Concerned
689a8bf2-055f-d0d3-74ae-697b206fe6aa,Somewhat important,Somewhat worried,Not at all,Not at all,Cautious
689a8e46-337d-0e6a-086c-843208644fa5,Very important,Somewhat worried,A moderate amount,A moderate amount,Concerned
689a949f-ede6-398e-8da7-f20344ac90f4,Very important,Somewhat worried,A moderate amount,A great deal,Concerned
689a97a9-934e-790f-d58c-2dc83c87b366,Not too important,Not very worried,Not at all,Only a little,Doubtful
